squad_slot,gameweek,human_points,model_points,weekly_delta,cumulative_human,cumulative_model,cumulative_delta,raw_cumulative_human,raw_cumulative_model,raw_cumulative_delta,hold_points,raw_cumulative_hold,transfer_value_delta,comparison_eligible,free_transfers_before,transfers,hit_cost,predicted_lineup_points,predicted_3gw_gain_vs_hold,bank,captain,transfer_detail,human_chip
70,32,54.0,50.0,-4.0,1549.0,1381.0,-168.0,1863.0,1692.0,-171.0,52.0,1431.0,261.0,False,1,1,0,51.893,3.929,3.5,B.Fernandes,Semenyo -> Gibbs-White,Wild Card
70,33,100.0,62.0,-38.0,1549.0,1381.0,-168.0,1963.0,1754.0,-209.0,59.0,1490.0,264.0,False,1,1,0,68.298,4.369,2.0,Palmer,Raúl -> Bowen,Bench Boost
70,34,78.0,47.0,-31.0,1549.0,1381.0,-168.0,2041.0,1801.0,-240.0,42.0,1532.0,269.0,False,1,2,4,55.089,5.974,2.0,B.Fernandes,Thiaw -> O'Reilly; Rice -> Cherki,Free Hit
70,35,47.0,42.0,-5.0,1596.0,1423.0,-173.0,2088.0,1843.0,-245.0,36.0,1568.0,275.0,True,1,1,0,51.085,4.281,0.0,B.Fernandes,Enzo -> Wirtz,
70,36,76.0,67.0,-9.0,1596.0,1423.0,-173.0,2164.0,1910.0,-254.0,67.0,1635.0,275.0,False,1,1,0,72.072,5.587,1.0,O'Reilly,J.Timber -> Guéhi,3xc
70,37,59.0,53.0,-6.0,1655.0,1476.0,-179.0,2223.0,1963.0,-260.0,31.0,1666.0,297.0,True,1,1,0,53.848,2.504,0.5,B.Fernandes,Cherki -> Semenyo,
70,38,73.0,77.0,4.0,1728.0,1553.0,-175.0,2296.0,2040.0,-256.0,44.0,1710.0,330.0,True,1,0,0,49.851,0.0,0.5,Bowen,,
71,3,79.0,72.0,-7.0,79.0,72.0,-7.0,79.0,72.0,-7.0,70.0,70.0,2.0,True,1,1,0,45.802,3.784,3.5,Haaland,Palmer -> Gakpo,
71,4,82.0,77.0,-5.0,161.0,149.0,-12.0,161.0,149.0,-12.0,82.0,152.0,-3.0,True,1,1,0,52.004,3.418,1.0,Haaland,Reijnders -> Mbeumo,
71,5,38.0,53.0,15.0,199.0,202.0,3.0,199.0,202.0,3.0,49.0,201.0,1.0,True,1,1,0,47.741,4.06,1.0,Haaland,Sarr -> Kudus,
71,6,66.0,50.0,-16.0,265.0,252.0,-13.0,265.0,252.0,-13.0,62.0,263.0,-11.0,True,1,1,0,55.069,3.045,0.5,Haaland,Lacroix -> J.Timber,
71,7,85.0,92.0,7.0,350.0,344.0,-6.0,350.0,344.0,-6.0,78.0,341.0,3.0,True,1,1,0,56.575,1.895,1.0,Haaland,Cucurella -> Calafiori,
71,8,85.0,88.0,3.0,435.0,432.0,-3.0,435.0,432.0,-3.0,81.0,422.0,10.0,True,1,1,0,55.244,0.392,2.0,Haaland,Tarkowski -> Guéhi,
71,9,63.0,55.0,-8.0,498.0,487.0,-11.0,498.0,487.0,-11.0,34.0,456.0,31.0,True,1,1,0,54.07,1.633,1.5,Haaland,Evanilson -> Mateta,
71,10,79.0,87.0,8.0,577.0,574.0,-3.0,577.0,574.0,-3.0,68.0,524.0,50.0,True,1,1,0,56.785,0.16,1.0,Haaland,Calafiori -> Gabriel,
71,11,37.0,28.0,-9.0,614.0,602.0,-12.0,614.0,602.0,-12.0,43.0,567.0,35.0,True,1,1,0,55.82,0.323,1.0,Haaland,Muñoz -> James,
71,12,49.0,32.0,-17.0,663.0,634.0,-29.0,663.0,634.0,-29.0,58.0,625.0,9.0,True,1,1,0,55.349,2.84,0.5,Haaland,Kudus -> Neto,
71,13,71.0,55.0,-16.0,663.0,634.0,-29.0,734.0,689.0,-45.0,34.0,659.0,30.0,False,1,1,0,51.58,1.633,1.0,Haaland,Semenyo -> Bruno G.,Free Hit
71,14,59.0,71.0,12.0,663.0,634.0,-29.0,793.0,760.0,-33.0,84.0,743.0,17.0,False,1,1,0,56.814,2.588,2.0,Haaland,Gabriel -> O'Reilly,3xc
71,15,67.0,61.0,-6.0,730.0,695.0,-35.0,860.0,821.0,-39.0,48.0,791.0,30.0,True,1,1,0,53.49,4.461,2.0,Haaland,Bruno G. -> Rice,
71,16,79.0,71.0,-8.0,809.0,766.0,-43.0,939.0,892.0,-47.0,80.0,871.0,21.0,True,1,1,0,56.093,1.953,0.5,B.Fernandes,Mateta -> Watkins,
71,17,74.0,79.0,5.0,883.0,845.0,-38.0,1013.0,971.0,-42.0,71.0,942.0,29.0,True,1,1,0,54.816,3.676,1.5,Haaland,Gakpo -> Amad,
71,18,41.0,37.0,-4.0,924.0,882.0,-42.0,1054.0,1008.0,-46.0,40.0,982.0,26.0,True,1,1,0,52.122,2.007,0.0,Haaland,Amad -> Cunha,
71,19,50.0,32.0,-18.0,974.0,914.0,-60.0,1104.0,1040.0,-64.0,32.0,1014.0,26.0,True,1,1,0,52.526,3.559,0.5,Haaland,Mbeumo -> Gordon,
71,20,48.0,59.0,11.0,1022.0,973.0,-49.0,1152.0,1099.0,-53.0,35.0,1049.0,50.0,True,1,1,0,48.526,4.298,1.0,Haaland,B.Fernandes -> Wirtz,
71,21,65.0,40.0,-25.0,1087.0,1013.0,-74.0,1217.0,1139.0,-78.0,56.0,1105.0,34.0,True,1,1,0,51.485,0.895,1.5,Haaland,J.Timber -> Thiaw,
71,22,46.0,56.0,10.0,1133.0,1069.0,-64.0,1263.0,1195.0,-68.0,50.0,1155.0,40.0,True,1,1,0,52.14,3.128,0.0,Haaland,Reinildo -> J.Timber,
71,23,68.0,35.0,-33.0,1201.0,1104.0,-97.0,1331.0,1230.0,-101.0,36.0,1191.0,39.0,True,1,1,0,51.806,1.38,1.5,Haaland,Cunha -> Enzo,
71,24,77.0,66.0,-11.0,1278.0,1170.0,-108.0,1408.0,1296.0,-112.0,56.0,1247.0,49.0,True,1,1,0,52.061,2.757,1.5,Wirtz,Gordon -> Gibbs-White,
71,25,78.0,53.0,-25.0,1356.0,1223.0,-133.0,1486.0,1349.0,-137.0,90.0,1337.0,12.0,True,1,1,0,52.067,1.157,1.0,Haaland,O'Reilly -> Tarkowski,
71,26,60.0,57.0,-3.0,1356.0,1223.0,-133.0,1546.0,1406.0,-140.0,48.0,1385.0,21.0,False,1,1,0,72.326,1.206,1.5,Rice,Gibbs-White -> Rogers,3xc
71,27,49.0,30.0,-19.0,1405.0,1253.0,-152.0,1595.0,1436.0,-159.0,37.0,1422.0,14.0,True,1,2,4,58.05,5.625,0.0,Rice,Watkins -> Ekitiké; Neto -> B.Fernandes,
71,28,70.0,75.0,5.0,1475.0,1328.0,-147.0,1665.0,1511.0,-154.0,56.0,1478.0,33.0,True,1,1,0,54.703,0.911,0.5,Haaland,Tarkowski -> O'Reilly,
71,29,79.0,59.0,-20.0,1554.0,1387.0,-167.0,1744.0,1570.0,-174.0,76.0,1554.0,16.0,True,1,2,4,56.212,9.784,2.5,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
71,30,50.0,38.0,-12.0,1604.0,1425.0,-179.0,1794.0,1608.0,-186.0,51.0,1605.0,3.0,True,1,1,0,58.554,5.555,1.5,M.Salah,O'Reilly -> Virgil,
71,31,55.0,51.0,-4.0,1659.0,1476.0,-183.0,1849.0,1659.0,-190.0,47.0,1652.0,7.0,True,1,1,0,52.264,2.39,5.5,B.Fernandes,M.Salah -> Palmer,
71,32,43.0,75.0,32.0,1659.0,1476.0,-183.0,1892.0,1734.0,-158.0,36.0,1688.0,46.0,False,1,1,0,50.519,5.23,2.0,B.Fernandes,Kroupi.Jr -> Bowen,Wild Card
71,33,84.0,65.0,-19.0,1659.0,1476.0,-183.0,1976.0,1799.0,-177.0,75.0,1763.0,36.0,False,1,1,0,70.409,5.038,2.0,Guéhi,James -> Matheus N.,Bench Boost
71,34,61.0,39.0,-22.0,1659.0,1476.0,-183.0,2037.0,1838.0,-199.0,38.0,1801.0,37.0,False,1,1,0,55.139,4.292,2.0,B.Fernandes,Rice -> Cherki,Free Hit
71,35,55.0,38.0,-17.0,1714.0,1514.0,-200.0,2092.0,1876.0,-216.0,43.0,1844.0,32.0,True,1,1,0,50.331,3.303,0.0,B.Fernandes,Enzo -> Wirtz,
71,36,91.0,54.0,-37.0,1805.0,1568.0,-237.0,2183.0,1930.0,-253.0,74.0,1918.0,12.0,True,1,1,0,72.576,4.032,0.5,O'Reilly,Matheus N. -> O'Reilly,
71,37,70.0,62.0,-8.0,1875.0,1630.0,-245.0,2253.0,1992.0,-261.0,57.0,1975.0,17.0,True,1,1,0,52.834,2.753,0.0,B.Fernandes,Cherki -> Semenyo,
71,38,64.0,59.0,-5.0,1939.0,1689.0,-250.0,2317.0,2051.0,-266.0,54.0,2029.0,22.0,True,1,1,0,50.211,0.24,2.0,Bowen,Wirtz -> Szoboszlai,
72,3,41.0,45.0,4.0,41.0,45.0,4.0,41.0,45.0,4.0,44.0,44.0,1.0,True,1,1,0,45.661,4.274,1.0,Haaland,Šeško -> Ekitiké,
72,4,82.0,77.0,-5.0,41.0,45.0,4.0,123.0,122.0,-1.0,87.0,131.0,-9.0,False,1,2,4,50.255,6.85,2.5,Haaland,Palmer -> Mbeumo; Dorgu -> Calafiori,Wild Card
72,5,47.0,51.0,4.0,88.0,96.0,8.0,170.0,173.0,3.0,42.0,173.0,0.0,True,1,1,0,47.353,3.973,3.0,Haaland,Aït-Nouri -> J.Timber,
72,6,65.0,52.0,-13.0,88.0,96.0,8.0,235.0,225.0,-10.0,59.0,232.0,-7.0,False,1,1,0,54.985,3.302,0.5,Haaland,Mitoma -> B.Fernandes,3xc
72,7,75.0,82.0,7.0,163.0,178.0,15.0,310.0,307.0,-3.0,67.0,299.0,8.0,True,1,1,0,56.974,2.955,0.0,Haaland,Ekitiké -> Gyökeres,
72,8,70.0,78.0,8.0,233.0,256.0,23.0,380.0,385.0,5.0,50.0,349.0,36.0,True,1,1,0,54.854,2.365,1.0,Haaland,Tarkowski -> Guéhi,
72,9,44.0,48.0,4.0,277.0,304.0,27.0,424.0,433.0,9.0,28.0,377.0,56.0,True,1,1,0,54.687,0.215,0.0,Haaland,Konsa -> James,
72,10,81.0,81.0,0.0,358.0,385.0,27.0,505.0,514.0,9.0,53.0,430.0,84.0,True,1,1,0,54.39,0.052,0.0,Haaland,Kudus -> Enzo,
72,11,45.0,35.0,-10.0,403.0,420.0,17.0,550.0,549.0,-1.0,35.0,465.0,84.0,True,1,1,0,55.714,0.291,0.0,Haaland,Verbruggen -> Kelleher,
72,12,48.0,35.0,-13.0,451.0,455.0,4.0,598.0,584.0,-14.0,27.0,492.0,92.0,True,1,1,0,54.041,3.483,1.5,Haaland,Gyökeres -> Mateta,
72,13,46.0,43.0,-3.0,497.0,498.0,1.0,644.0,627.0,-17.0,37.0,529.0,98.0,True,1,1,0,52.19,3.456,1.0,Haaland,Semenyo -> Gakpo,
72,14,73.0,59.0,-14.0,570.0,557.0,-13.0,717.0,686.0,-31.0,59.0,588.0,98.0,True,1,1,0,54.618,2.283,0.0,Saka,B.Fernandes -> Saka,
72,15,65.0,41.0,-24.0,635.0,598.0,-37.0,782.0,727.0,-55.0,28.0,616.0,111.0,True,1,1,0,52.41,1.925,0.5,Haaland,James -> O'Reilly,
72,16,69.0,70.0,1.0,635.0,598.0,-37.0,851.0,797.0,-54.0,60.0,676.0,121.0,False,1,1,0,53.903,1.145,1.0,Saka,João Pedro -> Evanilson,Bench Boost
72,17,87.0,62.0,-25.0,635.0,598.0,-37.0,938.0,859.0,-79.0,78.0,754.0,105.0,False,1,2,4,54.711,5.429,0.0,Haaland,Calafiori -> Gusto; Gakpo -> B.Fernandes,Free Hit
72,18,60.0,35.0,-25.0,695.0,633.0,-62.0,998.0,894.0,-104.0,77.0,831.0,63.0,True,1,1,0,52.67,1.87,0.0,Haaland,Mbeumo -> Cunha,
72,19,37.0,54.0,17.0,732.0,687.0,-45.0,1035.0,948.0,-87.0,36.0,867.0,81.0,True,1,1,0,53.552,2.279,0.0,Haaland,Gusto -> Thiaw,
72,20,74.0,68.0,-6.0,806.0,755.0,-51.0,1109.0,1016.0,-93.0,26.0,893.0,123.0,True,1,1,0,49.925,5.125,1.0,Haaland,B.Fernandes -> Ødegaard,
72,21,48.0,42.0,-6.0,854.0,797.0,-57.0,1157.0,1058.0,-99.0,61.0,954.0,104.0,True,1,2,4,55.585,1.475,0.0,Haaland,O'Reilly -> N.Williams; Adingra -> Cherki,
72,22,50.0,40.0,-10.0,904.0,837.0,-67.0,1207.0,1098.0,-109.0,55.0,1009.0,89.0,True,1,1,0,51.681,0.329,0.5,Haaland,N.Williams -> Struijk,
72,23,45.0,35.0,-10.0,949.0,872.0,-77.0,1252.0,1133.0,-119.0,47.0,1056.0,77.0,True,1,1,0,51.627,7.281,0.0,Haaland,Cunha -> Wirtz,
72,24,72.0,69.0,-3.0,1021.0,941.0,-80.0,1324.0,1202.0,-122.0,57.0,1113.0,89.0,True,1,1,0,51.296,3.804,0.0,Wirtz,Thiaw -> N.Williams,
72,25,67.0,49.0,-18.0,1088.0,990.0,-98.0,1391.0,1251.0,-140.0,65.0,1178.0,73.0,True,1,1,0,49.543,5.733,3.5,Haaland,Saka -> Rice,
72,26,90.0,57.0,-33.0,1178.0,1047.0,-131.0,1481.0,1308.0,-173.0,76.0,1254.0,54.0,True,1,2,4,72.694,14.334,1.5,Rice,Ødegaard -> B.Fernandes; N.Williams -> Gabriel,
72,27,53.0,32.0,-21.0,1231.0,1079.0,-152.0,1534.0,1340.0,-194.0,51.0,1305.0,35.0,True,1,1,0,58.042,6.108,0.5,Rice,Mateta -> Ekitiké,
72,28,75.0,86.0,11.0,1306.0,1165.0,-141.0,1609.0,1426.0,-183.0,46.0,1351.0,75.0,True,1,1,0,53.954,2.319,0.0,Haaland,Cherki -> Semenyo,
72,29,91.0,67.0,-24.0,1397.0,1232.0,-165.0,1700.0,1493.0,-207.0,68.0,1419.0,74.0,True,1,2,4,55.422,10.121,2.0,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
72,30,57.0,39.0,-18.0,1454.0,1271.0,-183.0,1757.0,1532.0,-225.0,24.0,1443.0,89.0,True,1,1,0,60.082,4.936,0.5,M.Salah,Guéhi -> Virgil,
72,31,58.0,57.0,-1.0,1512.0,1328.0,-184.0,1815.0,1589.0,-226.0,22.0,1465.0,124.0,True,1,1,0,51.098,2.39,4.5,B.Fernandes,M.Salah -> Palmer,
72,32,70.0,64.0,-6.0,1512.0,1328.0,-184.0,1885.0,1653.0,-232.0,37.0,1502.0,151.0,False,1,1,0,49.493,4.273,3.5,B.Fernandes,Reinildo -> N.Williams,Wild Card
72,33,90.0,46.0,-44.0,1512.0,1328.0,-184.0,1975.0,1699.0,-276.0,63.0,1565.0,134.0,False,1,2,4,72.23,5.303,4.5,Palmer,Semenyo -> Rodrigo; Ekitiké -> Bowen,Bench Boost
72,34,58.0,37.0,-21.0,1512.0,1328.0,-184.0,2033.0,1736.0,-297.0,14.0,1579.0,157.0,False,1,2,4,58.124,11.537,0.5,Haaland,Palmer -> Cherki; Thiago -> Haaland,Free Hit
72,35,58.0,52.0,-6.0,1570.0,1380.0,-190.0,2091.0,1788.0,-303.0,35.0,1614.0,174.0,True,1,1,0,50.543,2.568,0.5,B.Fernandes,Rodrigo -> Bernardo,
72,36,82.0,69.0,-13.0,1570.0,1380.0,-190.0,2173.0,1857.0,-316.0,75.0,1689.0,168.0,False,1,1,0,71.384,2.067,0.0,Haaland,J.Timber -> Saliba,3xc
72,37,69.0,80.0,11.0,1639.0,1460.0,-179.0,2242.0,1937.0,-305.0,30.0,1719.0,218.0,True,1,1,0,57.133,2.177,0.0,Haaland,Cherki -> Doku,
72,38,74.0,44.0,-30.0,1713.0,1504.0,-209.0,2316.0,1981.0,-335.0,49.0,1768.0,213.0,True,1,0,0,53.583,0.0,0.0,Haaland,,
73,3,62.0,71.0,9.0,62.0,71.0,9.0,62.0,71.0,9.0,73.0,73.0,-2.0,True,1,2,4,45.225,4.85,1.0,Haaland,Palmer -> Gakpo; King -> Semenyo,
73,4,82.0,71.0,-11.0,62.0,71.0,9.0,144.0,142.0,-2.0,65.0,138.0,4.0,False,1,1,0,50.051,4.997,3.0,Haaland,Saka -> Mbeumo,Wild Card
73,5,67.0,60.0,-7.0,129.0,131.0,2.0,211.0,202.0,-9.0,57.0,195.0,7.0,True,1,1,0,49.465,3.137,1.5,Haaland,Estève -> J.Timber,
73,6,67.0,69.0,2.0,129.0,131.0,2.0,278.0,271.0,-7.0,62.0,257.0,14.0,False,1,1,0,55.581,0.279,0.0,Haaland,Dúbravka -> Pickford,3xc
73,7,53.0,79.0,26.0,182.0,210.0,28.0,331.0,350.0,19.0,50.0,307.0,43.0,True,1,0,0,57.843,0.0,0.0,Haaland,,
73,8,72.0,73.0,1.0,254.0,283.0,29.0,403.0,423.0,20.0,77.0,384.0,39.0,True,2,2,0,55.924,1.578,2.5,Haaland,Senesi -> Guéhi; B.Fernandes -> Enzo,
73,9,37.0,50.0,13.0,291.0,333.0,42.0,440.0,473.0,33.0,39.0,423.0,50.0,True,1,1,0,54.332,2.11,2.0,Haaland,Evanilson -> Mateta,
73,10,84.0,83.0,-1.0,375.0,416.0,41.0,524.0,556.0,32.0,64.0,487.0,69.0,True,1,1,0,56.525,0.255,0.5,Haaland,Gakpo -> B.Fernandes,
73,11,56.0,36.0,-20.0,375.0,416.0,41.0,580.0,592.0,12.0,36.0,523.0,69.0,False,1,1,0,55.207,0.957,0.0,Haaland,Semenyo -> Gakpo,Bench Boost
73,12,60.0,35.0,-25.0,435.0,451.0,16.0,640.0,627.0,-13.0,28.0,551.0,76.0,True,1,1,0,54.229,3.83,0.0,Haaland,Gyökeres -> Watkins,
73,13,45.0,46.0,1.0,480.0,497.0,17.0,685.0,673.0,-12.0,38.0,589.0,84.0,True,1,1,0,53.646,2.877,1.0,Haaland,Gabriel -> O'Reilly,
73,14,92.0,63.0,-29.0,572.0,560.0,-12.0,777.0,736.0,-41.0,48.0,637.0,99.0,True,1,1,0,55.43,2.283,0.0,Saka,B.Fernandes -> Saka,
73,15,60.0,52.0,-8.0,632.0,612.0,-20.0,837.0,788.0,-49.0,47.0,684.0,104.0,True,1,1,0,54.347,2.364,1.0,Haaland,Gakpo -> Rice,
73,16,83.0,71.0,-12.0,715.0,683.0,-32.0,920.0,859.0,-61.0,68.0,752.0,107.0,True,1,1,0,56.083,2.376,0.0,Saka,Mbeumo -> B.Fernandes,
73,17,70.0,74.0,4.0,785.0,757.0,-28.0,990.0,933.0,-57.0,61.0,813.0,120.0,True,1,1,0,55.704,1.506,0.5,Haaland,Watkins -> Ekitiké,
73,18,46.0,44.0,-2.0,831.0,801.0,-30.0,1036.0,977.0,-59.0,41.0,854.0,123.0,True,1,1,0,55.368,0.588,0.0,Haaland,Mateta -> Bowen,
73,19,48.0,56.0,8.0,879.0,857.0,-22.0,1084.0,1033.0,-51.0,52.0,906.0,127.0,True,1,1,0,54.558,2.266,0.5,Haaland,J.Timber -> Thiaw,
73,20,64.0,71.0,7.0,943.0,928.0,-15.0,1148.0,1104.0,-44.0,33.0,939.0,165.0,True,1,1,0,51.105,5.125,1.5,Haaland,B.Fernandes -> Ødegaard,
73,21,69.0,36.0,-33.0,1012.0,964.0,-48.0,1217.0,1140.0,-77.0,47.0,986.0,154.0,True,1,1,0,52.669,1.341,1.5,Haaland,O'Reilly -> N.Williams,
73,22,44.0,51.0,7.0,1056.0,1015.0,-41.0,1261.0,1191.0,-70.0,48.0,1034.0,157.0,True,1,1,0,50.268,3.837,1.0,Haaland,Ekitiké -> Watkins,
73,23,35.0,55.0,20.0,1091.0,1070.0,-21.0,1296.0,1246.0,-50.0,34.0,1068.0,178.0,True,1,1,0,51.819,6.537,2.5,Haaland,Saka -> Wirtz,
73,24,72.0,51.0,-21.0,1163.0,1121.0,-42.0,1368.0,1297.0,-71.0,50.0,1118.0,179.0,True,1,2,4,52.453,6.618,0.0,Wirtz,Ødegaard -> Saka; Thiaw -> J.Timber,
73,25,77.0,57.0,-20.0,1240.0,1178.0,-62.0,1445.0,1354.0,-91.0,80.0,1198.0,156.0,True,1,2,4,53.746,4.828,0.0,Haaland,Saka -> B.Fernandes; N.Williams -> Gabriel,
73,26,66.0,65.0,-1.0,1240.0,1178.0,-62.0,1511.0,1419.0,-92.0,58.0,1256.0,163.0,False,1,1,0,74.71,1.056,0.5,Rice,Watkins -> Ekitiké,3xc
73,27,43.0,34.0,-9.0,1283.0,1212.0,-71.0,1554.0,1453.0,-101.0,53.0,1309.0,144.0,True,1,1,0,58.989,0.36,1.5,Rice,Pickford -> José Sá,
73,28,63.0,81.0,18.0,1346.0,1293.0,-53.0,1617.0,1534.0,-83.0,56.0,1365.0,169.0,True,1,1,0,53.9,2.123,1.0,Haaland,J.Timber -> Virgil,
73,29,70.0,56.0,-14.0,1416.0,1349.0,-67.0,1687.0,1590.0,-97.0,70.0,1435.0,155.0,True,1,2,4,56.432,11.257,3.0,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
73,30,62.0,50.0,-12.0,1478.0,1399.0,-79.0,1749.0,1640.0,-109.0,65.0,1500.0,140.0,True,1,1,0,59.573,4.149,0.0,M.Salah,Maghoma -> Gibbs-White,
73,31,59.0,50.0,-9.0,1537.0,1449.0,-88.0,1808.0,1690.0,-118.0,52.0,1552.0,138.0,True,1,1,0,51.762,2.39,4.0,B.Fernandes,M.Salah -> Palmer,
73,32,58.0,86.0,28.0,1537.0,1449.0,-88.0,1866.0,1776.0,-90.0,39.0,1591.0,185.0,False,1,1,0,51.8,4.369,3.0,B.Fernandes,Ekdal -> N.Williams,Wild Card
73,33,108.0,75.0,-33.0,1537.0,1449.0,-88.0,1974.0,1851.0,-123.0,63.0,1654.0,197.0,False,1,1,0,73.571,4.955,1.5,Guéhi,Gudmundsson -> Matheus N.,Bench Boost
73,34,70.0,53.0,-17.0,1537.0,1449.0,-88.0,2044.0,1904.0,-140.0,21.0,1675.0,229.0,False,1,1,0,56.231,4.292,1.5,B.Fernandes,Rice -> Cherki,Free Hit
73,35,56.0,45.0,-11.0,1593.0,1494.0,-99.0,2100.0,1949.0,-151.0,79.0,1754.0,195.0,True,1,1,0,50.084,2.682,0.5,B.Fernandes,José Sá -> Raya,
73,36,82.0,69.0,-13.0,1675.0,1563.0,-112.0,2182.0,2018.0,-164.0,60.0,1814.0,204.0,True,1,1,0,71.689,4.032,1.0,O'Reilly,Matheus N. -> O'Reilly,
73,37,62.0,68.0,6.0,1737.0,1631.0,-106.0,2244.0,2086.0,-158.0,58.0,1872.0,214.0,True,1,1,0,54.802,2.698,0.5,B.Fernandes,Cherki -> Semenyo,
73,38,64.0,72.0,8.0,1801.0,1703.0,-98.0,2308.0,2158.0,-150.0,46.0,1918.0,240.0,True,1,0,0,51.171,0.0,0.5,Bowen,,
74,3,63.0,51.0,-12.0,0.0,0.0,0.0,63.0,51.0,-12.0,49.0,49.0,2.0,False,1,1,0,43.55,4.099,3.0,Haaland,Palmer -> Gakpo,Wild Card
74,4,79.0,58.0,-21.0,79.0,58.0,-21.0,142.0,109.0,-33.0,60.0,109.0,0.0,True,1,1,0,47.353,5.749,5.0,Haaland,Saka -> Mbeumo,
74,5,43.0,43.0,0.0,122.0,101.0,-21.0,185.0,152.0,-33.0,46.0,155.0,-3.0,True,1,2,4,48.079,7.023,2.5,Haaland,Füllkrug -> Watkins; Aït-Nouri -> J.Timber,
74,6,56.0,53.0,-3.0,122.0,101.0,-21.0,241.0,205.0,-36.0,45.0,200.0,5.0,False,1,1,0,53.314,2.918,0.0,Haaland,Ndiaye -> B.Fernandes,3xc
74,7,77.0,65.0,-12.0,199.0,166.0,-33.0,318.0,270.0,-48.0,56.0,256.0,14.0,True,1,1,0,54.195,2.483,0.0,Haaland,Pedro Porro -> Calafiori,
74,8,65.0,87.0,22.0,199.0,166.0,-33.0,383.0,357.0,-26.0,69.0,325.0,32.0,False,1,1,0,53.199,3.457,1.5,Haaland,Wirtz -> Semenyo,Bench Boost
74,9,56.0,54.0,-2.0,255.0,220.0,-35.0,439.0,411.0,-28.0,31.0,356.0,55.0,True,1,1,0,52.504,2.396,0.0,Haaland,Maatsen -> Gabriel,
74,10,72.0,77.0,5.0,327.0,297.0,-30.0,511.0,488.0,-23.0,53.0,409.0,79.0,True,1,1,0,55.637,0.429,0.0,Haaland,Sels -> Leno,
74,11,47.0,29.0,-18.0,374.0,326.0,-48.0,558.0,517.0,-41.0,39.0,448.0,69.0,True,1,1,0,54.7,0.325,0.0,Haaland,Muñoz -> James,
74,12,49.0,26.0,-23.0,423.0,352.0,-71.0,607.0,543.0,-64.0,39.0,487.0,56.0,True,1,1,0,54.472,1.355,0.0,Haaland,Leno -> Martinez,
74,13,46.0,50.0,4.0,469.0,402.0,-67.0,653.0,593.0,-60.0,25.0,512.0,81.0,True,1,1,0,51.781,3.248,0.0,Haaland,Reijnders -> Tavernier,
74,14,74.0,63.0,-11.0,543.0,465.0,-78.0,727.0,656.0,-71.0,70.0,582.0,74.0,True,1,1,0,54.154,2.399,1.0,Haaland,Gabriel -> O'Reilly,
74,15,49.0,57.0,8.0,592.0,522.0,-70.0,776.0,713.0,-63.0,33.0,615.0,98.0,True,1,1,0,53.292,5.877,0.0,Haaland,Tavernier -> Rice,
74,16,86.0,64.0,-22.0,592.0,522.0,-70.0,862.0,777.0,-85.0,55.0,670.0,107.0,False,1,1,0,56.449,0.701,0.5,B.Fernandes,Semenyo -> Doku,Free Hit
74,17,97.0,75.0,-22.0,689.0,597.0,-92.0,959.0,852.0,-107.0,61.0,731.0,121.0,True,1,2,4,53.224,5.808,0.0,Haaland,Doku -> Amad; Gakpo -> Foden,
74,18,41.0,41.0,0.0,730.0,638.0,-92.0,1000.0,893.0,-107.0,50.0,781.0,112.0,True,1,1,0,52.395,1.944,0.0,Haaland,Amad -> Szoboszlai,
74,19,43.0,29.0,-14.0,773.0,667.0,-106.0,1043.0,922.0,-121.0,33.0,814.0,108.0,True,1,2,4,50.378,6.849,0.0,Haaland,Mbeumo -> Gordon; Szoboszlai -> Schade,
74,20,69.0,49.0,-20.0,842.0,716.0,-126.0,1112.0,971.0,-141.0,37.0,851.0,120.0,True,1,2,4,49.999,5.008,1.5,Haaland,Calafiori -> Lewis-Potter; B.Fernandes -> Ødegaard,
74,21,70.0,45.0,-25.0,912.0,761.0,-151.0,1182.0,1016.0,-166.0,28.0,879.0,137.0,True,1,1,0,50.991,2.412,0.5,Haaland,Gordon -> Wirtz,
74,22,35.0,32.0,-3.0,947.0,793.0,-154.0,1217.0,1048.0,-169.0,39.0,918.0,130.0,True,1,1,0,53.64,1.571,0.0,Haaland,James -> Virgil,
74,23,44.0,43.0,-1.0,991.0,836.0,-155.0,1261.0,1091.0,-170.0,26.0,944.0,147.0,True,1,1,0,52.283,2.735,0.5,Haaland,Lewis-Potter -> Dorgu,
74,24,63.0,49.0,-14.0,1054.0,885.0,-169.0,1324.0,1140.0,-184.0,44.0,988.0,152.0,True,1,2,4,53.948,6.033,0.0,Wirtz,Foden -> Enzo; Ødegaard -> Saka,
74,25,75.0,58.0,-17.0,1129.0,943.0,-186.0,1399.0,1198.0,-201.0,56.0,1044.0,154.0,True,1,2,4,51.783,6.17,0.0,Haaland,Saka -> B.Fernandes; O'Reilly -> Gabriel,
74,26,91.0,79.0,-12.0,1129.0,943.0,-186.0,1490.0,1277.0,-213.0,70.0,1114.0,163.0,False,1,1,0,74.608,5.648,0.0,Rice,Schade -> Rogers,3xc
74,27,70.0,43.0,-27.0,1199.0,986.0,-213.0,1560.0,1320.0,-240.0,36.0,1150.0,170.0,True,1,1,0,59.457,3.857,0.5,Rice,Watkins -> Ekitiké,
